token	category
特質	Shared/Neutral
都大把	Shared/Neutral
還眼	Shared/Neutral
向他	Shared/Neutral
野講	Shared/Neutral
好多年	Shared/Neutral
施政報告	Shared/Neutral
團長	Shared/Neutral
俱樂部	Shared/Neutral
而家係	Shared/Neutral
住戶	Shared/Neutral
八九	Shared/Neutral
爛尾	Shared/Neutral
艦隊	Shared/Neutral
護航	Shared/Neutral
世界的	Shared/Neutral
火車站	Shared/Neutral
點解我	Shared/Neutral
清真寺	Shared/Neutral
維拉	Shared/Neutral
點會有	Shared/Neutral
火焰	Shared/Neutral
點前	Shared/Neutral
收到風	Shared/Neutral
北京	Shared/Neutral
本人	Shared/Neutral
社交媒體	Shared/Neutral
踩單車	Shared/Neutral
嬰兒	Shared/Neutral
屌我	Shared/Neutral
姐妹	Shared/Neutral
要入	Shared/Neutral
只可	Shared/Neutral
海南	Shared/Neutral
的女	Shared/Neutral
個情況	Shared/Neutral
同臺灣	Shared/Neutral
炒價	Shared/Neutral
我屌	Shared/Neutral
搭地鐵	Shared/Neutral
的行動	Shared/Neutral
夠鐘	Shared/Neutral
步伐	Shared/Neutral
守則	Shared/Neutral
狐狸	Shared/Neutral
過街老鼠	Shared/Neutral
對戰	Shared/Neutral
感應	Shared/Neutral
炒股	Shared/Neutral
考牌	Shared/Neutral
追星	Shared/Neutral
條頸	Shared/Neutral
機密	Shared/Neutral
重溫	Shared/Neutral
日落	Shared/Neutral
神父	Shared/Neutral
美中	Shared/Neutral
收銀	Shared/Neutral
監製	Shared/Neutral
單程證	Shared/Neutral
企硬	Shared/Neutral
粒子	Shared/Neutral
都中	Shared/Neutral
上季	Shared/Neutral
事實係	Shared/Neutral
城大	Shared/Neutral
恆大	Shared/Neutral
暫緩	Shared/Neutral
那時	Shared/Neutral
低層	Shared/Neutral
堅尼	Shared/Neutral
男童	Shared/Neutral
錦標	Shared/Neutral
價比	Shared/Neutral
走入	Shared/Neutral
小心	Shared/Neutral
的男人	Shared/Neutral
再轉	Shared/Neutral
黃牛	Shared/Neutral
係要	Shared/Neutral
各方	Shared/Neutral
報料	Shared/Neutral
帶動	Shared/Neutral
等死	Shared/Neutral
每星期	Shared/Neutral
妒忌	Shared/Neutral
有了	Shared/Neutral
迷信	Shared/Neutral
都多	Shared/Neutral
直頭係	Shared/Neutral
香港人係	Shared/Neutral
指教	Shared/Neutral
邊樣	Shared/Neutral
也不能	Shared/Neutral
交出	Shared/Neutral
政制	Shared/Neutral
其實真係	Shared/Neutral
住過	Shared/Neutral
通告	Shared/Neutral
有甚麼	Shared/Neutral
強烈譴責	Shared/Neutral
快要	Shared/Neutral
文書	Shared/Neutral
期貨	Shared/Neutral
信你	Shared/Neutral
恆指	Shared/Neutral
呢句	Shared/Neutral
部電腦	Shared/Neutral
不易	Shared/Neutral
講得好	Shared/Neutral
在家	Shared/Neutral
轉臺	Shared/Neutral
除非你	Shared/Neutral
仍是	Shared/Neutral
流流	Shared/Neutral
都當	Shared/Neutral
一週	Shared/Neutral
幾十蚊	Shared/Neutral
下同	Shared/Neutral
俾到	Shared/Neutral
內文	Shared/Neutral
生生	Shared/Neutral
真誠	Shared/Neutral
一家人	Shared/Neutral
做手術	Shared/Neutral
獨裁政權	Shared/Neutral
愛丁堡廣場	Shared/Neutral
絕對	Shared/Neutral
任期	Shared/Neutral
有餘	Shared/Neutral
就將	Shared/Neutral
只要你	Shared/Neutral
不行	Shared/Neutral
就這樣	Shared/Neutral
會比人	Shared/Neutral
豬扒	Shared/Neutral
喊到	Shared/Neutral
最後的	Shared/Neutral
會因為	Shared/Neutral
摩狗	Shared/Neutral
不過你	Shared/Neutral
出擊	Shared/Neutral
聆訊	Shared/Neutral
過分	Shared/Neutral
重重	Shared/Neutral
高價	Shared/Neutral
散戶	Shared/Neutral
再上	Shared/Neutral
縱容	Shared/Neutral
反手	Shared/Neutral
名叫	Shared/Neutral
莉亞	Shared/Neutral
無任何	Shared/Neutral
信和	Shared/Neutral
變曬	Shared/Neutral
不推文回覆	Shared/Neutral
性慾	Shared/Neutral
的前	Shared/Neutral
終結	Shared/Neutral
一見到	Shared/Neutral
忽視	Shared/Neutral
氣體	Shared/Neutral
睡覺	Shared/Neutral
倒地	Shared/Neutral
克服	Shared/Neutral
南北	Shared/Neutral
文盲	Shared/Neutral
你說	Shared/Neutral
班次	Shared/Neutral
里斯	Shared/Neutral
三文魚	Shared/Neutral
係中共	Shared/Neutral
所有的	Shared/Neutral
我想講	Shared/Neutral
悲哀	Shared/Neutral
你真係	Shared/Neutral
堂堂	Shared/Neutral
已婚	Shared/Neutral
都未撚	Shared/Neutral
四圍	Shared/Neutral
專一	Shared/Neutral
政變	Shared/Neutral
院長	Shared/Neutral
人地係	Shared/Neutral
而死	Shared/Neutral
開局	Shared/Neutral
便利店	Shared/Neutral
一一	Shared/Neutral
停留	Shared/Neutral
平安夜	Shared/Neutral
要返工	Shared/Neutral
我屋企	Shared/Neutral
要出	Shared/Neutral
就搞掂	Shared/Neutral
有得買	Shared/Neutral
妨礙	Shared/Neutral
吸血鬼	Shared/Neutral
北上	Shared/Neutral
住緊	Shared/Neutral
空軍	Shared/Neutral
造假	Shared/Neutral
到宜家	Shared/Neutral
同黑警	Shared/Neutral
國企	Shared/Neutral
長度	Shared/Neutral
重要的	Shared/Neutral
得來	Shared/Neutral
設有	Shared/Neutral
走私	Shared/Neutral
幫推	Shared/Neutral
發售	Shared/Neutral
最重要係	Shared/Neutral
一直在	Shared/Neutral
限聚令	Shared/Neutral
大隊	Shared/Neutral
欠缺	Shared/Neutral
我聽	Shared/Neutral
籍口	Shared/Neutral
訴訟	Shared/Neutral
趕住	Shared/Neutral
職工	Shared/Neutral
之星	Shared/Neutral
減到	Shared/Neutral
連線	Shared/Neutral
何況	Shared/Neutral
一早已經	Shared/Neutral
教科	Shared/Neutral
還原	Shared/Neutral
真的很	Shared/Neutral
定時	Shared/Neutral
愉快	Shared/Neutral
騎兵	Shared/Neutral
驚人	Shared/Neutral
一句話	Shared/Neutral
謹慎	Shared/Neutral
特別係	Shared/Neutral
動議	Shared/Neutral
會講	Shared/Neutral
路軌	Shared/Neutral
市值	Shared/Neutral
平息	Shared/Neutral
搞到自己	Shared/Neutral
一宗	Shared/Neutral
對鞋	Shared/Neutral
劇場版	Shared/Neutral
環保撚	Shared/Neutral
遭受	Shared/Neutral
大陸妹	Shared/Neutral
後日	Shared/Neutral
果個人	Shared/Neutral
籌備	Shared/Neutral
送去	Shared/Neutral
返曬	Shared/Neutral
速遞	Shared/Neutral
殺傷	Shared/Neutral
呂布	Shared/Neutral
固醇	Shared/Neutral
新鮮感	Shared/Neutral
好定	Shared/Neutral
路面	Shared/Neutral
參議院	Shared/Neutral
我今日	Shared/Neutral
你問	Shared/Neutral
羅門	Shared/Neutral
演講	Shared/Neutral
優質	Shared/Neutral
好重	Shared/Neutral
會輸	Shared/Neutral
雙子	Shared/Neutral
個網	Shared/Neutral
有你	Shared/Neutral
珍貴	Shared/Neutral
要俾	Shared/Neutral
警司	Shared/Neutral
兩年前	Shared/Neutral
低於	Shared/Neutral
感化	Shared/Neutral
西區	Shared/Neutral
大小姐	Shared/Neutral
我朋友	Shared/Neutral
有無咩	Shared/Neutral
的意思	Shared/Neutral
體育館	Shared/Neutral
市民	Shared/Neutral
洗碗	Shared/Neutral
高處	Shared/Neutral
在網上	Shared/Neutral
半季	Shared/Neutral
民黨	Shared/Neutral
你去	Shared/Neutral
八成	Shared/Neutral
四月	Shared/Neutral
後退	Shared/Neutral
溫層	Shared/Neutral
摩連奴	Shared/Neutral
原子	Shared/Neutral
東南	Shared/Neutral
考到	Shared/Neutral
證件	Shared/Neutral
永遠都	Shared/Neutral
上環	Shared/Neutral
小食	Shared/Neutral
歸香港	Shared/Neutral
自己是	Shared/Neutral
孤兒	Shared/Neutral
幾位	Shared/Neutral
與其	Shared/Neutral
擅長	Shared/Neutral
無助	Shared/Neutral
誠信	Shared/Neutral
返緊	Shared/Neutral
這時	Shared/Neutral
遞交	Shared/Neutral
口岸	Shared/Neutral
派對	Shared/Neutral
轉介	Shared/Neutral
天份	Shared/Neutral
早知	Shared/Neutral
主持人	Shared/Neutral
過曬	Shared/Neutral
恭喜	Shared/Neutral
過自己	Shared/Neutral
而又	Shared/Neutral
賠錢	Shared/Neutral
過渡	Shared/Neutral
轉彎	Shared/Neutral
保險公司	Shared/Neutral
送往	Shared/Neutral
第四	Shared/Neutral
就沒有	Shared/Neutral
又贏	Shared/Neutral
累計	Shared/Neutral
一言	Shared/Neutral
好叻	Shared/Neutral
牛仔	Shared/Neutral
個故事	Shared/Neutral
分別係	Shared/Neutral
都好少	Shared/Neutral
痛楚	Shared/Neutral
同女	Shared/Neutral
打中	Shared/Neutral
誤解	Shared/Neutral
側邊	Shared/Neutral
先睇	Shared/Neutral
合體	Shared/Neutral
講述	Shared/Neutral
阻力	Shared/Neutral
分鐘內	Shared/Neutral
就此	Shared/Neutral
愛上	Shared/Neutral
適用	Shared/Neutral
而成	Shared/Neutral
的結果	Shared/Neutral
高度自治	Shared/Neutral
答道	Shared/Neutral
千其	Shared/Neutral
建宗	Shared/Neutral
做一個	Shared/Neutral
死亡率	Shared/Neutral
呢條友	Shared/Neutral
恒大	Shared/Neutral
就識	Shared/Neutral
自知	Shared/Neutral
華潤	Shared/Neutral
你用	Shared/Neutral
好爽	Shared/Neutral
實物	Shared/Neutral
碩士	Shared/Neutral
個都	Shared/Neutral
搞大	Shared/Neutral
時裝	Shared/Neutral
框架	Shared/Neutral
醒起	Shared/Neutral
韓國人	Shared/Neutral
軍火	Shared/Neutral
交所	Shared/Neutral
隨時	Shared/Neutral
歲以下	Shared/Neutral
大家都好	Shared/Neutral
落樓	Shared/Neutral
還拖	Shared/Neutral
是一種	Shared/Neutral
死都要	Shared/Neutral
就讀	Shared/Neutral
燒味	Shared/Neutral
用字	Shared/Neutral
過個	Shared/Neutral
放映會	Shared/Neutral
五百	Shared/Neutral
就上	Shared/Neutral
有何	Shared/Neutral
都很	Shared/Neutral
我個人	Shared/Neutral
越來越多	Shared/Neutral
入住	Shared/Neutral
發生的	Shared/Neutral
提你	Shared/Neutral
海岸	Shared/Neutral
發掘	Shared/Neutral
我就會	Shared/Neutral
原先	Shared/Neutral
有數	Shared/Neutral
兩集	Shared/Neutral
罐頭	Shared/Neutral
對家	Shared/Neutral
痕跡	Shared/Neutral
黑麪	Shared/Neutral
巴拿	Shared/Neutral
密度	Shared/Neutral
最正	Shared/Neutral
伸出	Shared/Neutral
我怕	Shared/Neutral
通常係	Shared/Neutral
營造	Shared/Neutral
每一個人	Shared/Neutral
就係因為	Shared/Neutral
疑點	Shared/Neutral
工作者	Shared/Neutral
三位	Shared/Neutral
廢佬	Shared/Neutral
正一	Shared/Neutral
永恆	Shared/Neutral
週四	Shared/Neutral
箭咀	Shared/Neutral
蝙蝠	Shared/Neutral
運動會	Shared/Neutral
我認為	Shared/Neutral
成分	Shared/Neutral
的光	Shared/Neutral
首要	Shared/Neutral
見律師	Shared/Neutral
有分	Shared/Neutral
其實可以	Shared/Neutral
冷門	Shared/Neutral
祖先	Shared/Neutral
你老母咩	Shared/Neutral
證供	Shared/Neutral
好奇怪	Shared/Neutral
黑人憎	Shared/Neutral
蒙特	Shared/Neutral
啊啊啊啊	Shared/Neutral
狗官	Shared/Neutral
無差別	Shared/Neutral
離開了	Shared/Neutral
娃娃	Shared/Neutral
不要再	Shared/Neutral
無端端	Shared/Neutral
真槍	Shared/Neutral
講就	Shared/Neutral
財團	Shared/Neutral
資料庫	Shared/Neutral
呢段時間	Shared/Neutral
坐緊	Shared/Neutral
理事	Shared/Neutral
幫下手	Shared/Neutral
得幾好	Shared/Neutral
特首林鄭月娥	Shared/Neutral
日記	Shared/Neutral
親生	Shared/Neutral
修復	Shared/Neutral
起碼要	Shared/Neutral
上星期	Shared/Neutral
搶救	Shared/Neutral
物流	Shared/Neutral
的她	Shared/Neutral
公信	Shared/Neutral
親眼	Shared/Neutral
四人	Shared/Neutral
你老豆	Shared/Neutral
對方的	Shared/Neutral
嚴厲	Shared/Neutral
好運	Shared/Neutral
改進	Shared/Neutral
死死	Shared/Neutral
人優惠	Shared/Neutral
是香港	Shared/Neutral
係連	Shared/Neutral
內鬥	Shared/Neutral
嚇得	Shared/Neutral
暴雨	Shared/Neutral
法文	Shared/Neutral
細妹	Shared/Neutral
充足	Shared/Neutral
睇死	Shared/Neutral
容忍	Shared/Neutral
沒人	Shared/Neutral
返上去	Shared/Neutral
中國人民	Shared/Neutral
家產	Shared/Neutral
對決	Shared/Neutral
年華	Shared/Neutral
考完	Shared/Neutral
土生	Shared/Neutral
普京	Shared/Neutral
後生	Shared/Neutral
話香港	Shared/Neutral
之前有	Shared/Neutral
係正	Shared/Neutral
叉燒	Shared/Neutral
噁心	Shared/Neutral
戒嚴	Shared/Neutral
海邊	Shared/Neutral
聽晚	Shared/Neutral
年年	Shared/Neutral
你隻	Shared/Neutral
切勿	Shared/Neutral
列入	Shared/Neutral
福特	Shared/Neutral
達尼	Shared/Neutral
體重	Shared/Neutral
成日講	Shared/Neutral
交由	Shared/Neutral
呢刻	Shared/Neutral
幾張	Shared/Neutral
條毛	Shared/Neutral
炮臺	Shared/Neutral
賭博	Shared/Neutral
點鐘	Shared/Neutral
抑或	Shared/Neutral
樂天	Shared/Neutral
點去	Shared/Neutral
基金會	Shared/Neutral
一開始就	Shared/Neutral
揹包	Shared/Neutral
話好	Shared/Neutral
陸軍	Shared/Neutral
日出	Shared/Neutral
比多	Shared/Neutral
開冷氣	Shared/Neutral
我本身	Shared/Neutral
中央政府	Shared/Neutral
張敬軒	Shared/Neutral
比人炒	Shared/Neutral
女仔	Shared/Neutral
的要求	Shared/Neutral
咬人	Shared/Neutral
跟足	Shared/Neutral
我地就	Shared/Neutral
一絲	Shared/Neutral
懶人包	Shared/Neutral
下載	Shared/Neutral
個次	Shared/Neutral
落在	Shared/Neutral
削弱	Shared/Neutral
幾倍	Shared/Neutral
最貴	Shared/Neutral
牛牛	Shared/Neutral
藥水	Shared/Neutral
中三	Shared/Neutral
更改	Shared/Neutral
果樣	Shared/Neutral
畫畫	Shared/Neutral
仲未有	Shared/Neutral
口頭	Shared/Neutral
看得	Shared/Neutral
曼聯	Shared/Neutral
壓力大	Shared/Neutral
石屎	Shared/Neutral
跟本	Shared/Neutral
打邊爐	Shared/Neutral
講起	Shared/Neutral
手掌	Shared/Neutral
個個月	Shared/Neutral
因為要	Shared/Neutral
過世	Shared/Neutral
腸胃	Shared/Neutral
華爾	Shared/Neutral
賭錢	Shared/Neutral
曬時間	Shared/Neutral
坐係	Shared/Neutral
刑罰	Shared/Neutral
回顧	Shared/Neutral
漠視	Shared/Neutral
落腳	Shared/Neutral
關門	Shared/Neutral
已成	Shared/Neutral
糾纏	Shared/Neutral
還手	Shared/Neutral
防水	Shared/Neutral
有無人知	Shared/Neutral
個底	Shared/Neutral
想你	Shared/Neutral
歲人	Shared/Neutral
天花板	Shared/Neutral
都好有	Shared/Neutral
迴旋	Shared/Neutral
離職	Shared/Neutral
係邊度	Shared/Neutral
私底下	Shared/Neutral
佔據	Shared/Neutral
地價	Shared/Neutral
果班人	Shared/Neutral
打疫苗	Shared/Neutral
人民日報	Shared/Neutral
安門	Shared/Neutral
長髮	Shared/Neutral
一兩日	Shared/Neutral
失效	Shared/Neutral
好怕	Shared/Neutral
復刻	Shared/Neutral
又盛	Shared/Neutral
卻沒有	Shared/Neutral
我覺得係	Shared/Neutral
有圖	Shared/Neutral
兩條友	Shared/Neutral
成千	Shared/Neutral
波特	Shared/Neutral
諾貝爾	Shared/Neutral
麻木	Shared/Neutral
做曬	Shared/Neutral
共鳴	Shared/Neutral
淡友	Shared/Neutral
新城市	Shared/Neutral
留學生	Shared/Neutral
插入	Shared/Neutral
搵番	Shared/Neutral
球季	Shared/Neutral
要加	Shared/Neutral
倒退	Shared/Neutral
兩房	Shared/Neutral
鬧人	Shared/Neutral
打爛	Shared/Neutral
鄧炳強	Shared/Neutral
到處	Shared/Neutral
較為	Shared/Neutral
頭角	Shared/Neutral
阿富汗	Shared/Neutral
你你	Shared/Neutral
芬蘭	Shared/Neutral
報價	Shared/Neutral
研究所	Shared/Neutral
伯伯	Shared/Neutral
刷角	Shared/Neutral
電筒	Shared/Neutral
半山	Shared/Neutral
如果無	Shared/Neutral
塊地	Shared/Neutral
分組賽	Shared/Neutral
噴霧	Shared/Neutral
店主	Shared/Neutral
我見到	Shared/Neutral
活在	Shared/Neutral
理工大學	Shared/Neutral
西波	Shared/Neutral
頭條	Shared/Neutral
玩死	Shared/Neutral
紅館	Shared/Neutral
你個名	Shared/Neutral
的發展	Shared/Neutral
你未	Shared/Neutral
對美國	Shared/Neutral
英文版	Shared/Neutral
不必	Shared/Neutral
個西	Shared/Neutral
當面	Shared/Neutral
轉車	Shared/Neutral
被告	Shared/Neutral
信得過	Shared/Neutral
可以將	Shared/Neutral
習總	Shared/Neutral
跪求	Shared/Neutral
登場	Shared/Neutral
諗返起	Shared/Neutral
薪酬	Shared/Neutral
做大	Shared/Neutral
前世	Shared/Neutral
吐露	Shared/Neutral
咪知	Shared/Neutral
你啊	Shared/Neutral
先肯	Shared/Neutral
常常	Shared/Neutral
做得好好	Shared/Neutral
踢緊	Shared/Neutral
的表情	Shared/Neutral
死心	Shared/Neutral
心理學	Shared/Neutral
又平	Shared/Neutral
只是	Shared/Neutral
先巖	Shared/Neutral
軌道	Shared/Neutral
軍團	Shared/Neutral
這樣做	Shared/Neutral
都係由	Shared/Neutral
大家都	Shared/Neutral
不說	Shared/Neutral
好氣	Shared/Neutral
拋棄	Shared/Neutral
一百萬	Shared/Neutral
身上的	Shared/Neutral
冷處理	Shared/Neutral
最簡單	Shared/Neutral
教導	Shared/Neutral
跟風	Shared/Neutral
車手	Shared/Neutral
飯盒	Shared/Neutral
尊敬	Shared/Neutral
戰友	Shared/Neutral
表格	Shared/Neutral
付款	Shared/Neutral
平價	Shared/Neutral
中華	Shared/Neutral
我想問	Shared/Neutral
團聚	Shared/Neutral
是他	Shared/Neutral
內力	Shared/Neutral
常威	Shared/Neutral
攝影師	Shared/Neutral
人權法案	Shared/Neutral
因為係	Shared/Neutral
打靶	Shared/Neutral
病發	Shared/Neutral
高音	Shared/Neutral
我的	Shared/Neutral
我老豆	Shared/Neutral
一個國家	Shared/Neutral
下世	Shared/Neutral
任由	Shared/Neutral
要繼續	Shared/Neutral
還沒有	Shared/Neutral
果份	Shared/Neutral
都重	Shared/Neutral
肚痛	Shared/Neutral
護級	Shared/Neutral
我即刻	Shared/Neutral
是甚麼	Shared/Neutral
收場	Shared/Neutral
詐騙	Shared/Neutral
幫香港	Shared/Neutral
中曬	Shared/Neutral
小平	Shared/Neutral
玩開	Shared/Neutral
訂閱	Shared/Neutral
就無事	Shared/Neutral
任命	Shared/Neutral
大路	Shared/Neutral
小將	Shared/Neutral
果段	Shared/Neutral
瓦解	Shared/Neutral
翌日	Shared/Neutral
落個	Shared/Neutral
我都無	Shared/Neutral
一行	Shared/Neutral
步行	Shared/Neutral
各方面	Shared/Neutral
幾年前	Shared/Neutral
返到去	Shared/Neutral
禁錮	Shared/Neutral
部分人	Shared/Neutral
內向	Shared/Neutral
到就	Shared/Neutral
創立	Shared/Neutral
十蚊	Shared/Neutral
我今日	Shared/Neutral
最大問題	Shared/Neutral
不過如果	Shared/Neutral
剋制	Shared/Neutral
自家	Shared/Neutral
粉紅色	Shared/Neutral
前線手足	Shared/Neutral
蝕錢	Shared/Neutral
專武	Shared/Neutral
插水	Shared/Neutral
好感動	Shared/Neutral
月亮	Shared/Neutral
舊野	Shared/Neutral
跑得	Shared/Neutral
年中	Shared/Neutral
自語	Shared/Neutral
看不到	Shared/Neutral
相互	Shared/Neutral
都追	Shared/Neutral
現狀	Shared/Neutral
設置	Shared/Neutral
過年	Shared/Neutral
康文	Shared/Neutral
前幾日	Shared/Neutral
呢幾個月	Shared/Neutral
之名	Shared/Neutral
十倍	Shared/Neutral
我把	Shared/Neutral
早幾年	Shared/Neutral
睇電視	Shared/Neutral
咪再	Shared/Neutral
彈性	Shared/Neutral
係咪好	Shared/Neutral
做咩要	Shared/Neutral
星期六	Shared/Neutral
好多地方	Shared/Neutral
的水	Shared/Neutral
陰公	Shared/Neutral
又高	Shared/Neutral
遊記	Shared/Neutral
不當	Shared/Neutral
成套	Shared/Neutral
張無忌	Shared/Neutral
返出去	Shared/Neutral
民主黨	Shared/Neutral
人優惠回贈	Shared/Neutral
三名	Shared/Neutral
有心	Shared/Neutral
關於	Shared/Neutral
勒斯坦	Shared/Neutral
不怕	Shared/Neutral
偷渡	Shared/Neutral
吹咩	Shared/Neutral
填詞	Shared/Neutral
最憎	Shared/Neutral
果張	Shared/Neutral
將其	Shared/Neutral
訂單	Shared/Neutral
隻驚	Shared/Neutral
真係癡撚線	Shared/Neutral
入圍	Shared/Neutral
同新	Shared/Neutral
大笑	Shared/Neutral
選舉委員會	Shared/Neutral
賣得	Shared/Neutral
那就	Shared/Neutral
驚你	Shared/Neutral
供應商	Shared/Neutral
同日本	Shared/Neutral
巴打們	Shared/Neutral
第一次見	Shared/Neutral
發炎	Shared/Neutral
政局	Shared/Neutral
可以換	Shared/Neutral
羞恥	Shared/Neutral
大撚把	Shared/Neutral
舒適	Shared/Neutral
除外	Shared/Neutral
及其他	Shared/Neutral
希望有	Shared/Neutral
申請人	Shared/Neutral
而無	Shared/Neutral
自言	Shared/Neutral
農場	Shared/Neutral
可以幫手	Shared/Neutral
可以話係	Shared/Neutral
刺客	Shared/Neutral
孤立	Shared/Neutral
著名	Shared/Neutral
所以你	Shared/Neutral
表面上	Shared/Neutral
之王	Shared/Neutral
全城	Shared/Neutral
可以比	Shared/Neutral
點都有	Shared/Neutral
法則	Shared/Neutral
事實係	Shared/Neutral
掩護	Shared/Neutral
睡眠	Shared/Neutral
管轄	Shared/Neutral
由細	Shared/Neutral
愛狗	Shared/Neutral
玩返	Shared/Neutral
咩咩	Shared/Neutral
結算	Shared/Neutral
可接受	Shared/Neutral
家底	Shared/Neutral
的重要	Shared/Neutral
犯賤	Shared/Neutral
家陣	Shared/Neutral
都不是	Shared/Neutral
大方	Shared/Neutral
撕裂	Shared/Neutral
細良	Shared/Neutral
身在	Shared/Neutral
鍾意食	Shared/Neutral
作業	Shared/Neutral
悲傷	Shared/Neutral
選出	Shared/Neutral
一派	Shared/Neutral
再問	Shared/Neutral
快感	Shared/Neutral
龍珠	Shared/Neutral
大增	Shared/Neutral
經已	Shared/Neutral
英國佬	Shared/Neutral
回想	Shared/Neutral
瑪麗	Shared/Neutral
二個	Shared/Neutral
支槍	Shared/Neutral
點名	Shared/Neutral
國的	Shared/Neutral
畀錢	Shared/Neutral
纔有	Shared/Neutral
控制到	Shared/Neutral
安靜	Shared/Neutral
葵芳	Shared/Neutral
離開	Shared/Neutral
中史	Shared/Neutral
但會	Shared/Neutral
文憑	Shared/Neutral
起樓	Shared/Neutral
有無諗過	Shared/Neutral
交通	Shared/Neutral
係咪都	Shared/Neutral
排緊	Shared/Neutral
爆機	Shared/Neutral
多利亞	Shared/Neutral
千里	Shared/Neutral
消防	Shared/Neutral
都係打	Shared/Neutral
撞正	Shared/Neutral
的高	Shared/Neutral
點解我	Shared/Neutral
不如你	Shared/Neutral
我一直	Shared/Neutral
已知	Shared/Neutral
熊仔	Shared/Neutral
到而家	Shared/Neutral
用開	Shared/Neutral
積金	Shared/Neutral
固然	Shared/Neutral
波波	Shared/Neutral
車尾	Shared/Neutral
車撞	Shared/Neutral
他表示	Shared/Neutral
未必係	Shared/Neutral
發文	Shared/Neutral
逼到	Shared/Neutral
成為了	Shared/Neutral
保衛	Shared/Neutral
幾高	Shared/Neutral
樂意	Shared/Neutral
行貨	Shared/Neutral
成件事	Shared/Neutral
個龍	Shared/Neutral
剩返	Shared/Neutral
家軍	Shared/Neutral
代表	Shared/Neutral
我幫你	Shared/Neutral
真心膠	Shared/Neutral
入選	Shared/Neutral
大市	Shared/Neutral
諸葛	Shared/Neutral
緊係	Shared/Neutral
巴基斯坦	Shared/Neutral
奮鬥	Shared/Neutral
骨折	Shared/Neutral
管理費	Shared/Neutral
也被	Shared/Neutral
全名	Shared/Neutral
心知	Shared/Neutral
提倡	Shared/Neutral
你班仆街	Shared/Neutral
升值	Shared/Neutral
招式	Shared/Neutral
飛彈	Shared/Neutral
馬車	Shared/Neutral
只要有	Shared/Neutral
新聞自由	Shared/Neutral
區區	Shared/Neutral
受苦	Shared/Neutral
咪要	Shared/Neutral
安法	Shared/Neutral
很久	Shared/Neutral
放水	Shared/Neutral
神作	Shared/Neutral
船長	Shared/Neutral
有機會	Shared/Neutral
南美	Shared/Neutral
大字	Shared/Neutral
用番	Shared/Neutral
迷宮	Shared/Neutral
陳述	Shared/Neutral
隻雞	Shared/Neutral
好驚	Shared/Neutral
中文版	Shared/Neutral
公公	Shared/Neutral
就拎	Shared/Neutral
梓樂	Shared/Neutral
金色	Shared/Neutral
中位數	Shared/Neutral
女巫	Shared/Neutral
在下	Shared/Neutral
大劍	Shared/Neutral
的說法	Shared/Neutral
大家都有	Shared/Neutral
友善	Shared/Neutral
天賦	Shared/Neutral
接管	Shared/Neutral
海水	Shared/Neutral
至終	Shared/Neutral
識分	Shared/Neutral
鋼琴	Shared/Neutral
黃屍	Shared/Neutral
外傳	Shared/Neutral
洗黑錢	Shared/Neutral
更快	Shared/Neutral
煤氣	Shared/Neutral
相見	Shared/Neutral
試用	Shared/Neutral
的身體	Shared/Neutral
真心覺得	Shared/Neutral
合成	Shared/Neutral
巿民	Shared/Neutral
排第	Shared/Neutral
交給	Shared/Neutral
心動	Shared/Neutral
講清楚	Shared/Neutral
搜索	Shared/Neutral
黑洞	Shared/Neutral
點先可以	Shared/Neutral
係俾	Shared/Neutral
緊緊	Shared/Neutral
偽善	Shared/Neutral
無撚	Shared/Neutral
個個都話	Shared/Neutral
可能因為	Shared/Neutral
型號	Shared/Neutral
射到	Shared/Neutral
偏見	Shared/Neutral
未出	Shared/Neutral
陪審員	Shared/Neutral
摺埋	Shared/Neutral
江山	Shared/Neutral
單手	Shared/Neutral
分手	Shared/Neutral
暴大	Shared/Neutral
三個人	Shared/Neutral
一步一步	Shared/Neutral
不去	Shared/Neutral
化為	Shared/Neutral
對方	Shared/Neutral
上前線	Shared/Neutral
理性討論	Shared/Neutral
你所	Shared/Neutral
有班人	Shared/Neutral
後先	Shared/Neutral
消息人士	Shared/Neutral
此舉	Shared/Neutral
躺在	Shared/Neutral
人中	Shared/Neutral
要開	Shared/Neutral
用呢個	Shared/Neutral
挪威	Shared/Neutral
十歲	Shared/Neutral
落山	Shared/Neutral
股份有限公司	Shared/Neutral
玩咩	Shared/Neutral
買得	Shared/Neutral
你而家	Shared/Neutral
語音	Shared/Neutral
看過	Shared/Neutral
休班警	Shared/Neutral
支付寶	Shared/Neutral
心裏	Shared/Neutral
發育	Shared/Neutral
基本	Shared/Neutral
笑撚死	Shared/Neutral
話說	Shared/Neutral
配件	Shared/Neutral
除了	Shared/Neutral
去諗	Shared/Neutral
模仿	Shared/Neutral
歡喜	Shared/Neutral
牙朗	Shared/Neutral
的資料	Shared/Neutral
都無埋	Shared/Neutral
身份認同	Shared/Neutral
兩家	Shared/Neutral
要贏	Shared/Neutral
整個人	Shared/Neutral
無諗過	Shared/Neutral
古路	Shared/Neutral
肩膀	Shared/Neutral
胸口	Shared/Neutral
守衛	Shared/Neutral
係需要	Shared/Neutral
好意思	Shared/Neutral
戲份	Shared/Neutral
係咪都係	Shared/Neutral
內外	Shared/Neutral
完個	Shared/Neutral
趙敏	Shared/Neutral
先最	Shared/Neutral
極高	Shared/Neutral
恐怖主義	Shared/Neutral
